epoch,accuracy_test_before,micro_precision_test_before,macro_precision_test_before,micro_recall_test_before,macro_recall_test_before,accuracy_test_after,micro_precision_test_after,macro_precision_test_after,micro_recall_test_after,macro_recall_test_after
0,3.2167832167832167,3.2167832167832167,2.0421926892266082,3.2167832167832167,2.6428509967558154,78.67132867132867,78.67132867132867,49.45125058963128,78.67132867132867,52.542613067726485
1,9.922178988326849,9.922178988326849,4.476065162907268,9.922178988326849,18.107597270883275,78.59922178988327,78.59922178988327,61.894630949052996,78.59922178988327,57.35093593864884
2,20.611916264090176,20.611916264090176,7.120332111179235,20.611916264090176,9.52453331336813,75.92592592592592,75.92592592592592,63.94620436207716,75.92592592592592,60.07037440735008
3,0.14720314033366044,0.14720314033366044,0.298281474752063,0.14720314033366044,0.18668820243623394,80.12757605495584,80.12757605495584,68.85773698278135,80.12757605495584,67.26830167936775
4,2.6243093922651934,2.6243093922651934,6.701565995525726,2.6243093922651934,2.1075195309829615,86.27992633517495,86.27992633517495,69.46797440624925,86.27992633517495,72.3731450876964
5,5.616850551654965,5.616850551654965,5.318118538158158,5.616850551654965,8.728952142507243,75.3259779338014,75.3259779338014,56.789678129075284,75.3259779338014,54.22022855214056
6,7.205882352941176,7.205882352941176,10.125736691635655,7.205882352941176,6.4452322088069725,76.02941176470588,76.02941176470588,73.68904190441037,76.02941176470588,53.45635458579184
7,20.427807486631018,20.427807486631018,17.9565275049576,20.427807486631018,17.834944295470613,66.524064171123,66.524064171123,65.09472929249117,66.524064171123,55.088273157238675
8,16.228748068006183,16.228748068006183,7.693916196461741,16.228748068006183,14.581735942964757,69.55177743431221,69.55177743431221,54.11475982629595,69.55177743431221,56.13312623111353
9,8.580343213728549,8.580343213728549,5.766795475572378,8.580343213728549,9.75260463663304,82.13728549141965,82.13728549141965,71.27756503908105,82.13728549141965,69.29829619579387
10,18.859138533178115,18.859138533178115,11.674127474947968,18.859138533178115,11.713979888027296,68.45168800931314,68.45168800931314,65.45157573951792,68.45168800931314,44.050423091588755
11,18.196902654867255,18.196902654867255,9.34453810199501,18.196902654867255,11.054804879713059,89.26991150442478,89.26991150442478,52.764009608064775,89.26991150442478,62.62134922148109
12,8.43819393042191,8.43819393042191,7.549225962345305,8.43819393042191,6.987229223062455,81.71724648408586,81.71724648408586,74.84902426948935,81.71724648408586,70.23468214585766
13,7.413893753648569,7.413893753648569,8.44298234955813,7.413893753648569,6.643700438454285,79.15936952714536,79.15936952714536,71.7800252150457,79.15936952714536,77.08037132185439
14,18.30896376350922,18.30896376350922,14.906320984465301,18.30896376350922,18.069012456400205,84.29752066115702,84.29752066115702,67.37470677252033,84.29752066115702,61.72707583840913
15,6.023391812865498,6.023391812865498,9.46816347413589,6.023391812865498,6.367569864940633,90.76023391812865,90.76023391812865,80.72876951117787,90.76023391812865,78.23964519117936
16,12.325752017608217,12.325752017608217,9.970241984466464,12.325752017608217,9.062686392245027,73.9545121056493,73.9545121056493,62.716150588374944,73.9545121056493,63.14371989103979
17,13.32605133806663,13.32605133806663,5.312010897675699,13.32605133806663,6.890929222622158,85.69087930092846,85.69087930092846,75.24153867453049,85.69087930092846,66.24638286656382
18,7.157190635451505,7.157190635451505,10.328353563647681,7.157190635451505,8.532801574222855,80.5351170568562,80.5351170568562,73.98231900308174,80.5351170568562,68.59369392689291
19,28.66817155756208,28.66817155756208,16.595189886813692,28.66817155756208,19.053325795230318,80.36117381489842,80.36117381489842,76.77805588442173,80.36117381489842,69.25312047718535
20,17.02014846235419,17.02014846235419,10.22970641032554,17.02014846235419,10.14297088301455,91.41039236479321,91.41039236479321,74.7302241844633,91.41039236479321,74.4638006169504
21,7.502467917077986,7.502467917077986,7.293862595562814,7.502467917077986,9.80604422958983,64.95557749259625,64.95557749259625,65.42332794292889,64.95557749259625,69.04798407590995
22,51.763990267639905,51.763990267639905,16.010586872925582,51.763990267639905,21.090928228607815,84.79318734793188,84.79318734793188,71.68437196292301,84.79318734793188,67.83179049759362
23,10.344827586206897,10.344827586206897,10.778151530051003,10.344827586206897,9.207214355043192,85.24590163934425,85.24590163934425,64.60049880333993,85.24590163934425,63.77363323067171
24,27.392120075046904,27.392120075046904,19.779232143799145,27.392120075046904,19.11999147840225,85.24077548467793,85.24077548467793,73.23412561345945,85.24077548467793,63.9497473675383
25,8.505747126436782,8.505747126436782,4.1685527223627945,8.505747126436782,11.979601249965906,89.59770114942529,89.59770114942529,76.09522273440874,89.59770114942529,77.220354776975
26,22.37801458216489,22.37801458216489,13.513784214519871,22.37801458216489,9.780680948246525,83.90353337072351,83.90353337072351,67.75672875804545,83.90353337072351,67.04472248566105
27,28.563218390804597,28.563218390804597,19.012240071576596,28.563218390804597,13.283606025542824,84.08045977011494,84.08045977011494,71.66357305884732,84.08045977011494,60.494157684564485
