epoch,accuracy_test_before,micro_precision_test_before,macro_precision_test_before,micro_recall_test_before,macro_recall_test_before,accuracy_test_after,micro_precision_test_after,macro_precision_test_after,micro_recall_test_after,macro_recall_test_after
0,4.335664335664335,4.335664335664335,4.010822510822511,4.335664335664335,10.19079962151162,4.055944055944056,4.055944055944056,0.40559440559440557,4.055944055944056,10.0
1,1.2321660181582361,1.2321660181582361,0.1232166018158236,1.2321660181582361,10.0,1.2321660181582361,1.2321660181582361,0.1232166018158236,1.2321660181582361,10.0
2,4.99194847020934,4.99194847020934,0.499194847020934,4.99194847020934,10.0,4.99194847020934,4.99194847020934,0.499194847020934,4.99194847020934,10.0
3,4.661432777232581,4.661432777232581,0.46614327772325814,4.661432777232581,10.0,4.661432777232581,4.661432777232581,0.46614327772325814,4.661432777232581,10.0
4,4.834254143646409,4.834254143646409,0.48342541436464087,4.834254143646409,10.0,4.834254143646409,4.834254143646409,0.48342541436464087,4.834254143646409,10.0
5,5.616850551654965,5.616850551654965,0.5616850551654965,5.616850551654965,10.0,5.616850551654965,5.616850551654965,0.5616850551654965,5.616850551654965,10.0
6,12.058823529411764,12.058823529411764,1.2058823529411764,12.058823529411764,10.0,12.058823529411764,12.058823529411764,1.2058823529411764,12.058823529411764,10.0
7,8.342245989304812,8.342245989304812,0.8342245989304813,8.342245989304812,10.0,8.342245989304812,8.342245989304812,0.8342245989304813,8.342245989304812,10.0
8,17.31066460587326,17.31066460587326,1.731066460587326,17.31066460587326,10.0,17.31066460587326,17.31066460587326,1.731066460587326,17.31066460587326,10.0
9,9.67238689547582,9.67238689547582,0.967238689547582,9.67238689547582,10.0,9.67238689547582,9.67238689547582,0.967238689547582,9.67238689547582,10.0
10,7.799767171129219,7.799767171129219,0.7799767171129219,7.799767171129219,10.0,7.799767171129219,7.799767171129219,0.7799767171129219,7.799767171129219,10.0
11,33.96017699115044,33.96017699115044,3.7733529990167156,33.96017699115044,11.11111111111111,33.96017699115044,33.96017699115044,3.7733529990167156,33.96017699115044,11.11111111111111
12,1.6284233900814211,1.6284233900814211,0.1628423390081421,1.6284233900814211,10.0,1.6284233900814211,1.6284233900814211,0.1628423390081421,1.6284233900814211,10.0
13,21.949795680093402,21.949795680093402,2.438866186677045,21.949795680093402,11.11111111111111,21.949795680093402,21.949795680093402,2.438866186677045,21.949795680093402,11.11111111111111
14,0.3814367450731087,0.3814367450731087,0.03814367450731087,0.3814367450731087,10.0,0.3814367450731087,0.3814367450731087,0.03814367450731087,0.3814367450731087,10.0
15,1.345029239766082,1.345029239766082,0.13450292397660818,1.345029239766082,10.0,1.345029239766082,1.345029239766082,0.13450292397660818,1.345029239766082,10.0
16,12.986060161408657,12.986060161408657,1.298606016140866,12.986060161408657,10.0,12.986060161408657,12.986060161408657,1.298606016140866,12.986060161408657,10.0
17,0.2730748225013654,0.2730748225013654,0.02730748225013654,0.2730748225013654,10.0,0.2730748225013654,0.2730748225013654,0.02730748225013654,0.2730748225013654,10.0
18,1.7391304347826086,1.7391304347826086,0.17391304347826086,1.7391304347826086,10.0,1.7391304347826086,1.7391304347826086,0.17391304347826086,1.7391304347826086,10.0
19,1.4108352144469527,1.4108352144469527,0.14108352144469527,1.4108352144469527,10.0,1.4108352144469527,1.4108352144469527,0.14108352144469527,1.4108352144469527,10.0
20,16.436903499469775,16.436903499469775,1.6436903499469777,16.436903499469775,10.0,16.436903499469775,16.436903499469775,1.6436903499469777,16.436903499469775,10.0
21,16.189536031589338,16.189536031589338,1.618953603158934,16.189536031589338,10.0,16.189536031589338,16.189536031589338,1.618953603158934,16.189536031589338,10.0
22,34.914841849148424,34.914841849148424,3.491484184914842,34.914841849148424,10.0,34.914841849148424,34.914841849148424,3.491484184914842,34.914841849148424,10.0
23,5.087620124364047,5.087620124364047,0.5087620124364047,5.087620124364047,10.0,5.087620124364047,5.087620124364047,0.5087620124364047,5.087620124364047,10.0
24,12.507817385866165,12.507817385866165,1.2507817385866167,12.507817385866165,10.0,12.507817385866165,12.507817385866165,1.2507817385866167,12.507817385866165,10.0
25,7.988505747126437,7.988505747126437,0.7988505747126438,7.988505747126437,10.0,7.988505747126437,7.988505747126437,0.7988505747126438,7.988505747126437,10.0
26,7.17891194615816,7.17891194615816,0.717891194615816,7.17891194615816,10.0,7.17891194615816,7.17891194615816,0.717891194615816,7.17891194615816,10.0
27,3.1609195402298855,3.1609195402298855,0.31609195402298856,3.1609195402298855,10.0,3.1609195402298855,3.1609195402298855,0.31609195402298856,3.1609195402298855,10.0
28,25.70659488559892,25.70659488559892,2.570659488559892,25.70659488559892,10.0,25.70659488559892,25.70659488559892,2.570659488559892,25.70659488559892,10.0
29,2.571711177052423,2.571711177052423,0.2571711177052423,2.571711177052423,10.0,2.571711177052423,2.571711177052423,0.2571711177052423,2.571711177052423,10.0
30,4.27807486631016,4.27807486631016,0.42780748663101603,4.27807486631016,10.0,4.27807486631016,4.27807486631016,0.42780748663101603,4.27807486631016,10.0
31,11.390352655046614,11.390352655046614,1.1390352655046616,11.390352655046614,10.0,11.390352655046614,11.390352655046614,1.1390352655046616,11.390352655046614,10.0
32,8.24,8.24,0.9155555555555556,8.24,11.11111111111111,8.24,8.24,0.9155555555555556,8.24,11.11111111111111
